Country name, Year of National Action Plan Submission, National Action Plan Cycle, Commitment title, Full commitment text, Anti-corruption, Conflicts of interest, Asset disclosure, Audits & control, Whistleblower protections, Fiscal openness, Citizen Budgets, Participatory budgeting, E-petitions, Social Audits, Public Participation, Public Procurement, Records Management, Elections & Political Finance, Law Enforcement & Justice, Public Service Delivery Improvement, E-government, Open data, Capacity-building, Legislative & Regulation, Private sector, Legislature, Sub-national governance, Judiciary, Media & Telecommunications, Education, Health and Nutrition, Citizenship & Immigration, Welfare & Social Security, Water & Sanitation, Infrastructure, Public safety, Defense, Natural Resources, Aid, Nonprofits, Gender & sexuality, Human rights, OGP, Marginalised communities, Labor, Did it Open Government, Relevance to OGP Values, Values - Access to Information, Values - Civic Participation, Values - Public Accountability, Values - Technology & Innovation, Specificity, Potential impact, Completion - Progress Report), Starred Commitments - Progress Report (Current formula), Year of Publication - Progress Report, Year of Publication - End of Term Report, Completion - End of Term Report, Change in Completion Level, Starred Commitments - End of Term Report (Current formula), Starred Commitments - Progress Report (2015 formula), Starred Commitments - Progress Report (pre-June 2014)
Albania,2014,2, 3 4 E document, Forms and documents to be completed for different procedures in the customs system are not only complicated but also numerous In the aim to facilitate the access to the customs system we shall introduce the e document Not only will we facilitate the use of different forms and documents but we will also contribute in the establishment of a paperless environment The provision of public services in electronic way through e documents and e forms will facilitate the procedures for citizens and business by reducing the costs and time employed for this services it will also improve the degree of access to information for citizens thus making the procedures more transparent E documents will 1 Improve public access by making selected documents transparency and valid information for citizens available online 2 Streamline citizen services by allowing licensees to submit electronic documents with their online applications 3 Increase efficiency by eliminating filing retrieving and re filing of paper documents and reducing time spent searching for misplaced paperwork 4 Reduce the cost and clutter associated with manual paper based processes and the printing and archiving of paper records 5 Allow the public to submit electronic documents with online complaint forms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, NR,0,0,0,0,0,2,0,3,0,2016, NR, NR, NR, NR,0,0
Albania,2014,2, 4 1 Law on whistleblowers protection, Currently the trust of the public towards the public administration is low while the risk that an informant will have when denouncing cases of corruption is very high In Albania there is no clear framework which ensures cooperation with informants and protects whistleblowers This law together with the awareness campaign that will follow will ensure that informants that will entrust the enforcement agencies with information regarding corruption in sectors where they work or are involved will be protected This law will not only enhance transparency and reporting of cases of corruption but also the credibility of the administration A draft law currently exists and is under consultation The law is in line with the National Strategy on the Fight Against Corruption 2014 2017 which provides for both preventative and awareness raising objectives Furthermore the adoption of the law is also part of the Roadmap Priority Nr 3 commitment for the fight against corruption in the context of Albania s integration in the EU There will be abroad consultation with government agencies and donors while there are also planned consultation meetings for the civil society and business sector Following these consultations the draft will be edited to reflect comments and after further internal and external consultations the law is expected to be finalized in fall and adopted before the end of the year ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, NR,1,0,0,1,0,3,3,3,0,2016, NR, NR, NR, NR,0,0
Albania,2014,2, 4 2 Police Service Offices, The Albanian Government in the aim to ensure and facilitate the access to Police Service will establish one stop shop point in each police district with the purpose to create a unified reception desk for all services delivered simplify the procedures and limit the number of documents to be submitted The one stop shop will also improve and make more efficient the cooperation Police Community thus helping in the creation of a safer community and raise public participation Currently the police district stations are closed areas where the citizens have very little access or not access at all This commitment aims to open up police services to citizens by offering them not only access but also a transparent service on time avoiding bureaucracy and corruption br br Service delivery to citizens through these offices will increase the citizen s trust to the police and will affect in the prevention of the corruption phenomena among the police organization Restoring the communication with the public through the provision of the administrative and procedural services aims to be achieved through the electronic registration of their needs and their requests and forwarding them together with relevant documentation to the office of reviewing and resolving the problem within the time as scheduled The Police Service Offices will be set up and operate in all of police structures from the General Directorate of Police to the police directorates and commissariats in the districts which will have open premises for the public and will operate non stop 24 hours reception shaped for Administrative and Procedural Service The number of police service offices that will be open the number of services that will be available for citizens the number of citizens served will used as indicators to verify the implementation of this commitment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, NR,1,1,0,1,1,3,2,4,0,2016, NR, NR, NR, NR,1,1
Albania,2012,1, 10 The regulation on ethics in research and publishing, The Ministry of Education and Science has adopted and published the regulation on Ethics in research and publishing This regulation provides inter alia the obligation of institutions and researchers to publish and verify on the relevant official website every scientific Master s thesis PHD dissertation monograph book scientific article or reference and other forms of research and publication in order to maintain the originality and authenticity of the work and to fight plagiarism ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,2,0,5,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 11 Digitalization of higher education accreditation process, The Public Agency for Higher Education Accreditation is completing the digitalization of its management system which will facilitate the evaluation and accreditation procedures of higher education institutions ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,1,1,3,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 12 U Gov system, The first module of the U Gov system a system at the service of universities for internal information management is underway ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,1,1,2,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 13 Online inspections of courts and judicial hearings, The Online Inspection of courts and judicial hearings is one of the new functionalities that the Integrated Case Management Information System ICMIS provides This project is implemented through the www gjykata gov al portal By introducing this system the administration seeks to minimize the time needed for the compilation of inspected reports ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,0,0,1,1,3,1,3,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 14 Digitalization of the file transfer process, Another initiative in progress within the justice sector is to digitalize the File Transfer Process within and between the various levels of the judicial system The process will significantly reduce the time needed for registration and other court procedures ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,0,0,1,1,2,3,2,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 15 e Employment project, The e Employment project will be implemented in 2012 with the aim of digitalizing the information in all employment offices The project will consolidate the databases for the labor market and will create a registry of job seekers and employers ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ND,0,0,0,0,0,2,2,4,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 16 e Concessions procedures, The Public Procurement Agency PPA developed the electronic concessions procedures in the opening phase of the offerings The system enables the submission of the concession procedures offers in an electronic way through the electronic platform of the e procurement system on the APP s website ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,0,1,3,2,5,0,2014, ND, ND, ND, ND,1,1
Albania,2012,1, 17 Amendment of the law on the right to information for official documents , The Ministry of Justice will amend the law On the Right to Information for Official Documents Law No 8503 dated 30 06 1999 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,1,0,0,3,2,3,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 18 Drafting a new law on notice and consultation , The Minister for Innovation and ICT office will draft a special law On Notice and Consultation The law will include the legal regulation of the structured consultation processes with civil society actors and interest groups including economic and social partners ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,1,0,0,3,3,3,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 19 Tracking project, The National Agency for Information Society has developed the Tracking Project a functionality which enables each citizen or business that applies to a State office to follow the progress of their application online until the official response Up to now there are three state agencies that have already implemented this service Public Procurement Agency National Registration Center and National Licensing Center e Tracking can be accessed through the Government Portal www e albania al The project s goal is to increase the working efficiency and accountability of the public administration ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,0,0,1,1,3,2,3,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 2 e Acts, e Acts project aims to support the process of preparation approval and submitting of legal acts laws decisions of the Council of Ministers etc It offers an extended collaboration process between ministries working on joint acts and requesting opinions or suggestions within the system Also through this system are administered the sessions of the Council of Ministers of the Republic of Albania and are also published all the decisions of these sessions ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,1,1,2,2,4,0,2014, ND, ND, ND, ND,1,1
Albania,2012,1, 20 Digitalization of the notary register, The main objective is to ensure accuracy promptness and minimum time for providing the service to the citizens The use of modern technology equipment provides to the notary service structures access to the general data base and consequently accuracy and significant shortening of the time needed by the notary acts ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,0,0,1,1,3,1,4,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 21 Online citizens claims in the judiciary system, The Ministry of Justice MoJ implemented the project for the online processing of citizens claims at the ministry and the High Council of Justice HCJ The goals of the project are to shorten the processing time of claims in the judiciary system increase the transparency of the processing of claims and avoid overlap between the HCJ and MoJ during judicial auditing ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,0,0,1,1,3,2,4,0,2014, ND, ND, ND, ND,1,1
Albania,2012,1, 22 Work inspection online complaint, Concerning work inspection the State Labor Inspectorate website www sli gov al will also be used by citizens this year to make an online complaint or to report violations The goal is to achieve timely review of the complaint and to take appropriate measures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ND,1,0,0,1,1,2,0,3,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 23 Financial module of all educational institutions, Last year a system was created to manage the finances and budget of the Ministry of Education and Sciences and all regional education departments in order to built on a central unique database platform The second phase of the module has begun in April 2012 The system enhances the quality of interaction avoids duplication of information increases transparency and tracks educational institutions expenses electronically ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,1,0,1,1,2,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 24 Audio and video recording of judicial hearings, The Ministry of Justice will implement the project of the Audio and Video Recording of Judicial Hearings and also will develop court personnel training for this process Until April 2013 the project is implemented in 14 Regional Courts ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,1,1,3,3,5,1,2014, ND, ND, ND, ND,1,1
Albania,2012,1, 25 e Albania portal, A new multi functional governmental portal is established e albania al This portal is oriented toward users needs providing updated and easily accessible information for them In the future this portal will serve as a single point of contact for e government services offered to citizens businesses and public employees ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,0,1,3,3,5,1,2014, ND, ND, ND, ND,1,1
Albania,2012,1, 26 e Inspection portal, The Albanian government will create a single portal of inspections e Inspection relevant for the coordination management unification and monitoring of inspection procedures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,1,1,2,2,3,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 27 Portal www gjykata gov al, The Ministry of Justice established the www gjykata gov alportal The Portal enables citizens to download data including the publication of judicial decisions ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,1,1,2,3,5,1,2014, ND, ND, ND, ND,1,1
Albania,2012,1, 28 Disclosure of the list of payments made daily by the government units, Based on the law On the Right to Information as well as the Albanian government s initiative to fight corruption and increase transparency the Ministry of Finance s General Directorate of the Treasury has disclosed the list of payments made daily by all general government units since January 2012 This document reflects such details as the beneficiary invoice number description the institution to which the treasury branch makes the payment the respective amount and the date of registration of this bill in the Treasury system This document is available on the official website of the Ministry of Finance ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,0,1,2,1,3,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 29 e Procurement system for all small purchases of public procurement, This year the Public Procurement Agency implemented the e procurement system for all small purchases of public procurement below the threshold of 3000 Euros The e procurement system enables the submission of offers and their evaluation in an electronic way This e procurement platform is a web based application that enables secure transactions between Albanian public institutions and national and international business This system provides a secure and transparent administration for the preparation of all tender documents thus avoiding unnecessary paperwork and providing data about the entire process In 2009 Albania was the first country in the world that carried out a mandatory electronic procurement system for all public sector procurements above the threshold of 3000 Euros For implementing this project Albania received the second prize of the 2010 UN Public Service Award for excellence in public service In accordance with the statistics pointed out for the year of 2011 the costs for the performance of public procurement procedures are down 20 The number of economic operators participating in tenders is up from 2 to 6 on average ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,0,1,3,1,5,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 3 e Parliament, Through the use of e Parliament Project the Parliament of Albania will be able to harness the information and communication technologies in order to support its primary functions which are preparation representation and approval of laws The e Parliament Project will also offer the possibility for the promulgation of the approved laws by the President of the Republic of Albania The project s goal is to use ICT in the law making process in order to make it more representative transparent accessible accountable and effective ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,1,1,2,2,3,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 30 Implementation of the EITI recommendations, In 2012 the Albanian Secretariat for EITI ALBEITI will continue to implement the International Secretariat of EITI recommendations the Extractive Industries Transparency Initiative including the reorganization of the Inter Ministerial Working Group of the ALBEITI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, ND,1,1,0,1,1,1,1,4,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 4 Extension of the governmental network GOVNET, Govnet provides centralized delivery of major government electronic services to all ministries and other institutions of public administration that are located in Tirana Durres Elbasan and other main cities of the country ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,3,2,4,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 5 e government interoperability framework e GIF, e GIF enables the exchange of information between public administration institutions This infrastructure is managed by the National Agency for Information Society and enables fully electronic service delivery ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,2,3,4,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 6 Government datacenter, The National Agency of Information Society establishes a high capacity Datacenter that enables all online public services to be centralized and integrated in accordance with high standards of space and conditions of servers ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,3,2,5,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 7 Excise system, The new Excise system includes online access and services for economic operators The system enables operators to check online the status of their statement transit and account balance It will also begin to prepare the processing of online payments ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,2,2,5,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 8 Starting of the e Tax system, The Tax Administration will develop the terms of reference and bidding procedures for starting the full implementation of the e Tax system ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,2,1,2,0,2014, ND, ND, ND, ND,0,0
Albania,2012,1, 9 Online state matura, In 2006 the Albanian government established the State Matura Exams system This year the government implemented the online State Matura which enhanced the quality of the application process Through this system all student applications to the State Matura exams 2013 are submitted online through www e albania al portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,0,1,2,3,5,1,2014, ND, ND, ND, ND,1,1
Argentina,2013,1, 1 1 Firma Digital, Se realizar n acciones de promoci n sobre la utilidad de la adopci n de la Firma Digital en los Ministerios de la Administraci n P blica Nacional que a n no la hayan adoptado Se crear un nuevo marco regulatorio para flexibilizar la implementaci n y uso de la Firma Digital que permita una disminuci n de tiempo y de complejidad br br ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,2,1,4,0,2015, ND, ND, ND, ND,0,0
